Class,Dataset Name,Order,Variable Name,Label,Type,Codelist,Value list,Format,Role,Notes,Core
Findings,PC,31,PCENDTC,End Date/Time of Specimen Collection,Char,,,ISO 8601,Timing,"End date/time of specimen collection represented in ISO 8601 character format. If there is no end time, the collection time should be stored in PCDTC, and PCENDTC should be null.",Perm
Findings,PC,32,PCDY,Actual Study Day of Specimen Collection,Num,,,,Timing,"1. Study day of specimen collection, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.",Perm
Findings,PC,33,PCTPT,Planned Time Point Name,Char,,,,Timing,"1. Text Description of time when specimen should be taken. 2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See PCTPTNUM and PCTPTREF. Examples: Start, 5 min post.",Perm
Findings,PC,34,PCTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of PCTPT to aid in sorting.,Perm
Findings,PC,35,PCELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,"Planned elapsed time (in ISO 8601) relative to a planned fixed reference (PCTPTREF) such as ""PREVIOUS DOSE"" or ""PREVIOUS MEAL"". This variable is useful where there are repetitive measures. Not a clock time or a date time variable.",Perm
Findings,PC,36,PCTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point used as a basis for PCTPT, PCTPTNUM, and PCELTM. Example: Most Recent Dose.",Perm
Findings,PC,37,PCRFTDTC,Date/Time of Reference Point,Char,,,ISO 8601,Timing,Date/time of the reference time point described by PCTPTREF.,Perm
Findings,PC,38,PCEVLINT,Evaluation Interval,Char,,,ISO 8601,Timing,"Evaluation Interval associated with a PCTEST record represented in ISO 8601 character format. Example: ""-P2H"" to represent an interval of 2 hours prior to a PCTPT.",Perm
Findings,PP,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,PP,2,DOMAIN,Domain Abbreviation,Char,,PP,,Identifier,Two-character abbreviation for the domain.,Req
Findings,PP,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Unique subject identifier within the submission.,Req
Findings,PP,4,PPSEQ,Sequence Number,Num,,,,Identifier,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,PP,5,PPGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain to support relationships within the domain and between domains.,Perm
Findings,PP,6,PPTESTCD,Parameter Short Name,Char,C85839,,,Topic,"Short name of the pharmacokinetic parameter. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in PPTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST""). PPTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: AUCALL, TMAX, CMAX.",Req
Findings,PP,7,PPTEST,Parameter Name,Char,C85493,,,Synonym Qualifier,"Name of the pharmacokinetic parameter. The value in PPTEST cannot be longer than 40 characters. Examples: AUC All, Time of CMAX, Max Conc.",Req
Findings,PP,8,PPCAT,Parameter Category,Char,,,,Grouping Qualifier,"Used to define a category of related records. For PP, this should be the name of the analyte in PCTEST whose profile the parameter is associated with.",Exp
Findings,PP,9,PPSCAT,Parameter Subcategory,Char,,,,Grouping Qualifier,"Categorization of the model type used to calculate the PK parameters. Examples include COMPARTMENTAL, NON-COMPARTMENTAL.",Perm
Findings,PP,10,PPORRES,Result or Finding in Original Units,Char,,,,Result Qualifier,Result of the measurement or finding as originally received or collected.,Exp
Findings,PP,11,PPORRESU,Original Units,Char,C85494,,,Variable Qualifier,Original units in which the data were collected. The unit for PPORRES. Example: ng/L.,Exp
Findings,PP,12,PPSTRESC,Character Result/Finding in Standard Format,Char,,,,Result Qualifier,"Contains the result value for all findings, copied or derived from PPORRES in a standard format or standard units. PPSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in PPSTRESN.",Exp
Findings,PP,13,PPSTRESN,Numeric Result/Finding in Standard Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from PPSTRESC. PPSTRESN should store all numeric test results or findings.,Exp
Findings,PP,14,PPSTRESU,Standard Units,Char,C85494,,,Variable Qualifier,Standardized unit used for PPSTRESC and PPSTRESN.,Exp
Findings,PP,15,PPSTAT,Completion Status,Char,C66789,,,Record Qualifier,Used to indicate that a parameter was not calculated. Should be null if a result exists in PPORRES.,Perm
Findings,PP,16,PPREASND,Reason Parameter Not Calculated,Char,,,,Record Qualifier,"Describes why a parameter was not calculated, such as INSUFFICIENT DATA. Used in conjunction with PPSTAT when value is NOT DONE.",Perm
Findings,PP,17,PPSPEC,Specimen Material Type,Char,C78734,,,Record Qualifier,"Defines the type of specimen used for a measurement. If multiple specimen types are used for a calculation (e.g., serum and urine for renal clearance), then this field should be left blank. Examples: SERUM, PLASMA, URINE.",Exp
Findings,PP,18,PPDTC,Date/Time of Parameter Calculations,Char,,,ISO 8601,Timing,Nominal date/time of parameter calculations.,Perm
Findings,PP,19,PPRFTDTC,Date/Time of Reference Point,Char,,,ISO 8601,Timing,Date/time of the reference time point from the PC records used to calculate a parameter record. The values in PPRFTDTC should be the same as that in PCRFTDTC for related records.,Exp
Findings,PP,20,PPSTINT,Planned Start of Assessment Interval,Char,,,ISO 8601,Timing,The start of a planned evaluation or assessment interval relative to the Time Point Reference.,Perm
Findings,PP,21,PPENINT,Planned End of Assessment Interval,Char,,,ISO 8601,Timing,The end of a planned evaluation or assessment interval relative to the Time Point Reference.,Perm
Findings,PE,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,PE,2,DOMAIN,Domain Abbreviation,Char,,PE,,Identifier,Two-character abbreviation for the domain.,Req
Findings,PE,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,PE,4,PESEQ,Sequence Number,Num,,,,Identifier,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,PE,5,PEGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject.,Perm
Findings,PE,6,PESPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a CRF.,Perm
Findings,PE,7,PETESTCD,Body System Examined Short Name,Char,,,,Topic,"Short name of the measurement, test, or examination described in PETEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in PETESTCD cannot be longer than 8 characters, nor can it start with a number (e.g.""1TEST""). PETESTCD cannot contain characters other than letters, numbers, or underscores.",Req
Findings,PE,8,PETEST,Body System Examined,Char,,,,Synonym Qualifier,"Verbatim term part of the body examined. The value in PETEST cannot be longer than 40 characters. Examples: Cardiovascular and Respiratory. For subject-level exam, value should be ""Physical Examination"".",Req
Findings,PE,9,PEMODIFY,Modified Reported Term,Char,,,,Synonym Qualifier,"If PEORRES is modified as part of a defined procedure, then PEMODIFY will contain the modified text.",Perm
Findings,PE,10,PECAT,Category for Examination,Char,,,,Grouping Qualifier,"Used to define a category of examination. Examples: GENERAL, NEUROLOGICAL.",Perm
Findings,PE,11,PESCAT,Subcategory for Examination,Char,,,,Grouping Qualifier,A further categorization of the examination. Used if needed to add further detail to PECAT.,Perm
Findings,PE,12,PEBODSYS,Body System or Organ Class,Char,,,,Result Qualifier,"Body system or organ class ( MedDRA SOC) that is involved in a measurement from the standard hierarchy (e.g., MedDRA).",Perm
Findings,PE,13,PEORRES,Verbatim Examination Finding,Char,,,,Result Qualifier,"Text description of any abnormal findings. If the examination was completed and there were no abnormal findings, the value should be NORMAL. If the examination was not performed on a particular body system, or at the subject level, then the value should be null, and NOT DONE should appear in PESTAT.",Exp
Findings,PE,14,PEORRESU,Original Units,Char,C71620,,,Variable Qualifier,Original units in which the data were collected. The unit for PEORRES.,Perm
Findings,PE,15,PESTRESC,Character Result/Finding in Standard Format,Char,,,,Result Qualifier,"If there are findings for a body system, then either the dictionary preferred term (if findings are coded using a dictionary) or PEORRES (if findings are not coded) should appear here. If PEORRES is null, PESTRESC should be null",Exp
Findings,PE,16,PESTAT,Completion Status,Char,C66789,,,Record Qualifier,Used to indicate exam not done. Should be null if a result exists in PEORRES.,Perm
Findings,PE,17,PEREASND,Reason Not Examined,Char,,,,Record Qualifier,Describes why an examination was not performed or why a body system was not examined. Example: SUBJECT REFUSED. Used in conjunction with STAT when value is NOT DONE.,Perm
Findings,PE,18,PELOC,Location of Physical Exam Finding,Char,C74456,,,Record Qualifier,Can be used to specify where a physical exam finding occurred. Example: ARM for skin rash.,Perm
Findings,PE,19,PEMETHOD,Method of Test or Examination,Char,C85492,,,Record Qualifier,"Method of the test or examination. Examples: XRAY, MRI.",Perm
Findings,PE,20,PEEVAL,Evaluator,Char,C78735,,,Record Qualifier,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Should be null for records that contain collected or derived data. Examples: INVESTIGATOR, ADJUDICATION COMMITTEE.",Perm
Findings,PE,21,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",Exp
Findings,PE,22,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.,Perm
Findings,PE,23,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings,PE,24,PEDTC,Date/Time of Examination,Char,,,ISO 8601,Timing,,Exp
Findings,PE,25,PEDY,Study Day of Examination,Num,,,,Timing,"1. Study day of physical exam, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.",Perm
Findings,QS,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,QS,2,DOMAIN,Domain Abbreviation,Char,,QS,,Identifier,Two-character abbreviation for the domain.,Req
Findings,QS,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,QS,4,QSSEQ,Sequence Number,Num,,,,Identifier,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,QS,5,QSGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject.,Perm
Findings,QS,6,QSSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Question number on a questionnaire.,Perm
Findings,QS,7,QSTESTCD,Question Short Name,Char,,,,Topic,"Topic variable for QS. Short name for the value in QSTEST, which can be used as a column name when converting the dataset from a vertical format to a horizontal format. The value in QSTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g.""1TEST""). QSTESTCD cannot contain characters other than letters, numbers, or underscores. See QS Terminology Spreadsheet for specific text for QSTESTCD. Examples: ADCCMD01, BPR0103",Req
Findings,QS,8,QSTEST,Question Name,Char,,,,Synonym Qualifier,"Verbatim name of the question or group of questions used to obtain the measurement or finding. The value in QSTEST cannot be longer than 40 characters. See QS Terminology Spreadsheet for specific text for QSTEST. Example: Fist, BPR01 - Emotional Withdrawal",Req
Findings,QS,9,QSCAT,Category of Question,Char,C100129,,,Grouping Qualifier,"Used to define a category of related records that will be meaningful to the Reviewer. See QS Terminology Spreadsheet for specific text for QSCAT. Examples: ADAS-COG, MDS-UPDRS.",Req
Findings,QS,10,QSSCAT,Subcategory for Question,Char,,,,Grouping Qualifier,"A further categorization of the questions within the category. Examples: MENTAL HEALTH DOMAIN, DEPRESSION DOMAIN, WORD RECALL.",Perm
